epoch,train_loss,val_loss,val_roc_auc_score
1,0.6437010231117407,0.6467429399490356,0.6673894457091646
2,0.6250366629470908,0.6489242911338806,0.6717209695196696
3,0.6161147827903429,0.6391839385032654,0.6954052884763955
4,0.5549673841940979,0.53541100025177,0.8027173745094202
5,0.5075912484455676,0.5510491132736206,0.8234633648883898
6,0.4897759184832611,0.4969952702522278,0.8364064318750707
7,0.4758065223161663,0.5203559994697571,0.8367412107664892
8,0.470398265779728,0.48913875222206116,0.8316577220614139
9,0.4594656398135518,0.53846675157547,0.8350106614200805
10,0.45288331395695136,0.49479079246520996,0.8365866974319882
11,0.44312472605989095,0.4661383032798767,0.8283768889255144
12,0.43016105040257413,0.5626396536827087,0.8324560409563346
13,0.4254026136819332,0.5278213024139404,0.8254308346810331
14,0.41734086562480244,0.5129866600036621,0.8298911196036218
15,0.409148367506171,0.5237125754356384,0.8270171715819076
16,0.3998593757786448,0.5063905119895935,0.8257501622390013
17,0.387409857829057,0.48503804206848145,0.8288146767065997
